gene_id;gene_name;seqname;type;weighted_fpkm
gene10966;mthl7;NT_037436.4;gene;0.0549375966853771
gene10967;Uxs;NT_037436.4;gene;14.7805287697504
gene10968;ERR;NT_037436.4;gene;17.8307352380407
gene10969;CR45869;NT_037436.4;gene;4.79058059260136
gene10970;CR45870;NT_037436.4;gene;1.00602104861429
gene10971;Atg18a;NT_037436.4;gene;36.9205211035639
gene10972;MED24;NT_037436.4;gene;15.639223913246
gene10973;CG7387;NT_037436.4;gene;4.61021372667105
gene10974;UbcE2M;NT_037436.4;gene;44.6421831605676
gene10975;CG8005;NT_037436.4;gene;9.01798016359734
gene10976;CG7366;NT_037436.4;gene;5.89855264486772
gene10977;CG13679;NT_037436.4;gene;0.842023428824289
gene10978;tut;NT_037436.4;gene;6.36639044206422
gene10979;CG8006;NT_037436.4;gene;2.69465170567288
gene10980;CG8012;NT_037436.4;gene;34.0139996201916
gene10981;CG13674;NT_037436.4;gene;0.0869180120983134
gene10982;CG13678;NT_037436.4;gene;0.404354538097692
gene10983;eIF4E3;NT_037436.4;gene;11.1640674093814
gene10984;CR43953;NT_037436.4;gene;0.0109173244037303
gene10985;CG7213;NT_037436.4;gene;0.25808224756789
gene10986;Dscam4;NT_037436.4;gene;7.0416749664065
gene10987;cert;NT_037436.4;gene;21.1344576194242
gene10988;CG7201;NT_037436.4;gene;0.662800839201
gene10989;Rab19;NT_037436.4;gene;23.8557923212196
gene10990;Arl5;NT_037436.4;gene;32.5890162161301
gene10991;CG13671;NT_037436.4;gene;8.54257734857573
gene10992;CG7194;NT_037436.4;gene;3.92761600524162
gene10993;Sbp2;NT_037436.4;gene;24.1805848976699
gene10994;Gr66a;NT_037436.4;gene;0.584095977480501
gene10995;BI-1;NT_037436.4;gene;150.751737079295
gene10996;CR45409;NT_037436.4;gene;9.88718815957961
gene10997;CG7185;NT_037436.4;gene;28.2044140267674
gene10998;CG43059;NT_037436.4;gene;11.6398800278277
gene10999;CG13670;NT_037436.4;gene;0.690182003711325
gene11000;CG34461;NT_037436.4;gene;0.333544431031794
gene11001;CG34462;NT_037436.4;gene;1.14158889774545
gene11002;Cpr66Cb;NT_037436.4;gene;0.388458070277826
gene11003;Pex2;NT_037436.4;gene;17.8699327837227
gene11004;DNApol-alpha50;NT_037436.4;gene;9.44922276115315
gene11005;CG7083;NT_037436.4;gene;26.8551320934326
gene11006;CG7182;NT_037436.4;gene;34.5907674474877
gene11007;GAPcenA;NT_037436.4;gene;19.2856087100871
gene11008;Culd;NT_037436.4;gene;16.7148482682187
gene11009;mir-4913;NT_037436.4;gene;0
gene11010;Idh;NT_037436.4;gene;231.230004082068
gene11011;ImpE1;NT_037436.4;gene;1.34180767996925
gene11012;Jon66Ci;NT_037436.4;gene;1.42012042122305
gene11013;Jon66Cii;NT_037436.4;gene;0.295308741494809
gene11014;CG7120;NT_037436.4;gene;15.7790063582503
gene11015;mkg-p;NT_037436.4;gene;19.0938656038164
gene11016;CG33057;NT_037436.4;gene;0.349189599392434
gene11017;CG13667;NT_037436.4;gene;6.74973438019824
gene11018;Oseg1;NT_037436.4;gene;6.28822106970968
gene11019;Exo70;NT_037436.4;gene;12.8668995063717
gene11020;mtrm;NT_037436.4;gene;129.969081917117
gene11021;CG32354;NT_037436.4;gene;2.61236797714898
gene11022;Cbl;NT_037436.4;gene;26.6210956531478
gene11023;Unr;NT_037436.4;gene;37.3935991896802
gene11024;CG6983;NT_037436.4;gene;43.8145949896026
gene11025;Gug;NT_037436.4;gene;16.4209400044606
gene11026;CG43163;NT_037436.4;gene;1.02714389364898
gene11027;ZC3H3;NT_037436.4;gene;11.7127070180579
gene11028;CG6745;NT_037436.4;gene;9.55458171176633
gene11029;CG6765;NT_037436.4;gene;5.02958116273555
gene11030;CG6683;NT_037436.4;gene;7.58037056384382
gene11031;GstO3;NT_037436.4;gene;46.5885565861651
gene11032;se;NT_037436.4;gene;7.87651055216751
gene11033;GstO2;NT_037436.4;gene;99.8002143139509
gene11034;GstO1;NT_037436.4;gene;29.1765186243131
gene11035;foi;NT_037436.4;gene;28.4169705215134
gene11036;ergic53;NT_037436.4;gene;33.2599247902491
gene11037;rhea;NT_037436.4;gene;30.2651689396264
gene11038;CR43910;NT_037436.4;gene;0.745251314702571
gene11039;mir-190;NT_037436.4;gene;0
gene11040;CG6638;NT_037436.4;gene;20.1036349894126
gene11041;CG43078;NT_037436.4;gene;36.6568759617022
gene11042;Nelf-E;NT_037436.4;gene;10.0494633831765
gene11043;RpL14;NT_037436.4;gene;997.541926000215
gene11044;snoRNA:U49:66Da;NT_037436.4;gene;0
gene11045;snoRNA:U49:66Db;NT_037436.4;gene;0
gene11046;CG5989;NT_037436.4;gene;22.654757911368
gene11047;CG6282;NT_037436.4;gene;14.2038655841293
gene11048;S-Lap1;NT_037436.4;gene;86.7789706243822
gene11049;S-Lap2;NT_037436.4;gene;38.2088096837191
gene11050;GAPsec;NT_037436.4;gene;13.8646882764428
gene11051;Zasp66;NT_037436.4;gene;339.025374540192
gene11052;Cdc6;NT_037436.4;gene;11.9151371532092
gene11053;Cpr66D;NT_037436.4;gene;1.56792328584873
gene11054;CG13305;NT_037436.4;gene;1.11087371617213
gene11055;Pex7;NT_037436.4;gene;0.229909165917409
gene11056;Arr2;NT_037436.4;gene;792.064998731285
gene11057;h;NT_037436.4;gene;20.3476390501514
gene11058;CR44526;NT_037436.4;gene;0.751130435373425
gene11059;SrpRbeta;NT_037436.4;gene;32.6764834471601
gene11060;CG32022;NT_037436.4;gene;25.9031607671715
gene11061;CG6511;NT_037436.4;gene;6.7787131189909
gene11062;CG43965;NT_037436.4;gene;80.8821111987368
gene11063;Cp18;NT_037436.4;gene;530.169703690223
gene11064;Cp15;NT_037436.4;gene;1129.69647052624
gene11065;Cp19;NT_037436.4;gene;428.517793624687
gene11066;Cp16;NT_037436.4;gene;250.762035299913
gene11067;Prm;NT_037436.4;gene;162.620870089301
gene11068;CG13306;NT_037436.4;gene;3.46761488328075
gene11069;CR44527;NT_037436.4;gene;0.0792163127290004
gene11070;Fhos;NT_037436.4;gene;58.2918754298259
gene11071;CG6576;NT_037436.4;gene;2.78703922694781
gene11072;CG5804;NT_037436.4;gene;188.313358767403
gene11073;CG13310;NT_037436.4;gene;0.047175387276218
gene11074;CG13311;NT_037436.4;gene;11.909956133706
gene11075;CG34426;NT_037436.4;gene;10.2077639423037
gene11076;CG32023;NT_037436.4;gene;27.9656898628162
gene11077;CG34427;NT_037436.4;gene;0.270517141573136
gene11078;CG13312;NT_037436.4;gene;0.0251645216690567
gene11079;CG32024;NT_037436.4;gene;10.5824866481187
gene11080;CG13308;NT_037436.4;gene;0.453621235559289
gene11081;CG13309;NT_037436.4;gene;53.8937903622027
gene11082;dally;NT_037436.4;gene;25.8092012190585
gene11083;CG32026;NT_037436.4;gene;6.71851530613405
gene11084;CR45823;NT_037436.4;gene;0.686453266538524
gene11085;CG43169;NT_037436.4;gene;19.4538459241316
gene11086;CR45871;NT_037436.4;gene;0.0661022132254313
gene11087;Mcm7;NT_037436.4;gene;28.9232024307778
gene11088;TrpA1;NT_037436.4;gene;0.924977421949994
gene11089;tRNA:Thr-AGT-3-1Psi;NT_037436.4;pseudogene;0
gene11090;mfr;NT_037436.4;gene;0.341434700479366
gene11091;Tsp66E;NT_037436.4;gene;55.771680251989
gene11092;CR43970;NT_037436.4;gene;0.813926037194405
gene11093;CG43783;NT_037436.4;gene;11.3520525610601
gene11094;orb2;NT_037436.4;gene;27.9774855301908
gene11095;GNBP3;NT_037436.4;gene;23.0536839838405
gene11096;mRpL12;NT_037436.4;gene;48.352321828397
gene11097;CG13313;NT_037436.4;gene;1.60650246514012
gene11098;ValRS-m;NT_037436.4;gene;5.62147256318493
gene11099;CG5653;NT_037436.4;gene;2.22199358719732
gene11100;CG5021;NT_037436.4;gene;47.5290910391993
gene11101;CG5026;NT_037436.4;gene;20.7587413440699
gene11102;pix;NT_037436.4;gene;122.710431263035
gene11103;Srp68;NT_037436.4;gene;34.1797714987532
gene11104;CG5644;NT_037436.4;gene;13.2640788867968
gene11105;CG13314;NT_037436.4;gene;0.562439302957529
gene11106;Galk;NT_037436.4;gene;46.9104567437683
gene11107;CG5068;NT_037436.4;gene;18.0945253737742
gene11108;CG5280;NT_037436.4;gene;9.12031644773053
gene11109;smg;NT_037436.4;gene;101.851919203052
gene11110;CG5087;NT_037436.4;gene;11.7744531976496
gene11111;Doc3;NT_037436.4;gene;0.289507724551926
gene11112;CG5194;NT_037436.4;gene;17.4065894013786
gene11113;Doc2;NT_037436.4;gene;0.134491588861648
gene11114;Doc1;NT_037436.4;gene;1.00934919393556
gene11115;CG5144;NT_037436.4;gene;6.913468974912
gene11116;Argk;NT_037436.4;gene;725.354797184268
gene11117;CG4911;NT_037436.4;gene;35.8520876065599
gene11118;CG4942;NT_037436.4;gene;6.91464425017513
gene11119;teq;NT_037436.4;gene;45.2905477122878
gene11120;CG32032;NT_037436.4;gene;43.4233402730457
gene11121;CG13315;NT_037436.4;gene;436.406709525701
gene11122;bol;NT_037436.4;gene;35.8515251286003
gene11123;Dhpr;NT_037436.4;gene;47.030849503525
gene11124;Use1;NT_037436.4;gene;19.6558608405181
gene11125;nwk;NT_037436.4;gene;50.9299542683698
gene11126;mir-4940;NT_037436.4;gene;0
gene11127;Rdl;NT_037436.4;gene;17.0462724697705
gene11128;Slc45-1;NT_037436.4;gene;11.373827856336
gene11129;CG4476;NT_037436.4;gene;28.2447836604128
gene11130;CR45408;NT_037436.4;gene;0.253411503239378
gene11131;CG4483;NT_037436.4;gene;0.609243858051265
gene11132;CG4477;NT_037436.4;gene;4.02020511560824
gene11133;GluRIB;NT_037436.4;gene;3.27521582036537
gene11134;PGRP-LA;NT_037436.4;gene;18.3696948753001
gene11135;PGRP-LC;NT_037436.4;gene;16.3112507270298
gene11136;PGRP-LF;NT_037436.4;gene;9.17314191498878
gene11137;UGP;NT_037436.4;gene;164.527089621769
gene11138;CG32040;NT_037436.4;gene;1.93967013530445
gene11139;CG32039;NT_037436.4;gene;16.7382081184471
gene11140;Pdxk;NT_037436.4;gene;43.4997183839929
gene11141;CG34456;NT_037436.4;gene;3.61142506462006
gene11142;Klp67A;NT_037436.4;gene;9.20186423552178
gene11143;mRRF1;NT_037436.4;gene;13.6964479806236
gene11144;CG4452;NT_037436.4;gene;27.905760362053
gene11145;Fdx1;NT_037436.4;gene;15.0915676013677
gene11146;Hsp67Bc;NT_037436.4;gene;16.1498968178445
gene11147;CG4456;NT_037436.4;gene;9.62723775408589
gene11148;Hsp22;NT_037436.4;gene;36.3336433077939
gene11149;CG4461;NT_037436.4;gene;114.507678773771
gene11150;Hsp26;NT_037436.4;gene;250.471312658042
gene11151;Hsp67Ba;NT_037436.4;gene;9.47374049042139
gene11152;CR43481;NT_037436.4;gene;1.51652061167315
gene11153;Hsp23;NT_037436.4;gene;55.999980081124
gene11154;Hsp27;NT_037436.4;gene;88.6033380870556
gene11155;CR43483;NT_037436.4;pseudogene;0.298384624483119
gene11156;CR43482;NT_037436.4;pseudogene;0
gene11157;CG4080;NT_037436.4;gene;14.4985980181508
gene11158;eIF4E1;NT_037436.4;gene;226.042272775297
gene11159;Cpr67B;NT_037436.4;gene;47.5150848969367
gene11160;CG4022;NT_037436.4;gene;7.06747353761751
gene11161;CG3689;NT_037436.4;gene;56.8450776021953
gene11162;CG3967;NT_037436.4;gene;34.784723577005
gene11163;CG3982;NT_037436.4;gene;30.8626136664819
gene11164;aay;NT_037436.4;gene;119.890235038611
gene11165;Shc;NT_037436.4;gene;20.4444513246696
gene11166;RpS17;NT_037436.4;gene;1367.4884372444
gene11167;snoRNA:Psi28S-612;NT_037436.4;gene;3.8983773193467
gene11168;MTF-1;NT_037436.4;gene;10.1952732614852
gene11169;CG42526;NT_037436.4;gene;2.58242485391691
gene11170;Bet3;NT_037436.4;gene;26.2601857823778
gene11171;CR45872;NT_037436.4;gene;0.278085055144039
gene11172;Nf-YA;NT_037436.4;gene;7.54115210760872
gene11173;CG33926;NT_037436.4;gene;9.80819148842693
gene11174;CG3529;NT_037436.4;gene;18.2313950780269
gene11175;CG3448;NT_037436.4;gene;4.45151535523949
gene11176;ghi;NT_037436.4;gene;59.3486675695264
gene11177;phol;NT_037436.4;gene;17.3750351427483
gene11178;CG3552;NT_037436.4;gene;15.9955715700468
gene11179;CR45873;NT_037436.4;gene;2.83743237006845
gene11180;CG3437;NT_037436.4;gene;14.0887585003889
gene11181;CG3434;NT_037436.4;gene;12.2551589275907
gene11182;CG44838;NT_037436.4;gene;30.9923607095699
gene11183;Uch-L5;NT_037436.4;gene;50.5486590715949
gene11184;Jarid2;NT_037436.4;gene;14.293495802013
gene11185;pall;NT_037436.4;gene;23.0127149432201
gene11186;CG32036;NT_037436.4;gene;0.319621009659042
gene11187;CG32037;NT_037436.4;gene;0.603981866620578
gene11188;path;NT_037436.4;gene;144.725988190832
gene11189;CG3408;NT_037436.4;gene;13.3972365275033
gene11190;RpS9;NT_037436.4;gene;1157.23111670559
gene11191;CR45874;NT_037436.4;gene;11.9854453510714
gene11192;snoRNA:Me28S-G3253;NT_037436.4;gene;0
gene11193;CG33703;NT_037436.4;gene;0.0237688020265143
gene11194;CG33702;NT_037436.4;gene;0.0664147732819678
gene11195;CR33701;NT_037436.4;pseudogene;0.00461761073528165
gene11196;CG33700;NT_037436.4;gene;0.0313060653426612
gene11197;Or67a;NT_037436.4;gene;0.324223810183009
gene11198;Ir67a;NT_037436.4;gene;0.00590710996037188
gene11199;CG42673;NT_037436.4;gene;11.2079715796211
gene11200;CR46246;NT_037436.4;gene;0.280307591906733
gene11201;Tmc;NT_037436.4;gene;0.426332793322076
gene11202;CG3222;NT_037436.4;gene;9.51679600604475
gene11203;CG3088;NT_037436.4;gene;150.148776981756
gene11204;CG3306;NT_037436.4;gene;5.5074321425353
gene11205;LanB2;NT_037436.4;gene;7.25670777080665
gene11206;CG3335;NT_037436.4;gene;10.0882999851628
gene11207;Or67b;NT_037436.4;gene;0.170420185368508
gene11208;CG8336;NT_037436.4;gene;19.9211612892172
gene11209;fry;NT_037436.4;gene;13.6188685903778
gene11210;CG8329;NT_037436.4;gene;98.4239306784737
gene11211;CG18179;NT_037436.4;gene;5.82488995197431
gene11212;CG18180;NT_037436.4;gene;120.174172893491
gene11213;CNMaR;NT_037436.4;gene;4.56465549736865
gene11214;CG16717;NT_037436.4;gene;16.0269970719548
gene11215;alphaTub67C;NT_037436.4;gene;124.8914369054
gene11216;CG6767;NT_037436.4;gene;104.811469517484
gene11217;CG16719;NT_037436.4;gene;8.95057249389269
gene11218;CR45804;NT_037436.4;gene;2.13758891171577
gene11219;CR45121;NT_037436.4;gene;1.40837524148416
gene11220;Ubc4;NT_037436.4;gene;60.0086296949363
gene11221;CG6761;NT_037436.4;gene;3.85844484841054
gene11222;CG16711;NT_037436.4;gene;9.32863643149713
gene11223;SH3PX1;NT_037436.4;gene;19.775601728707
gene11224;vsg;NT_037436.4;gene;154.167455464602
gene11225;snmRNA:838;NT_037436.4;gene;0
gene11226;CG18178;NT_037436.4;gene;24.1765697936965
gene11227;CG14174;NT_037436.4;gene;6.48609934483121
gene11228;nbs;NT_037436.4;gene;15.4279710037217
gene11229;defl;NT_037436.4;gene;5.32283912885375
gene11230;Naa60;NT_037436.4;gene;16.1258512341298
gene11231;ATPsynB;NT_037436.4;gene;499.541775767689
gene11232;CG6749;NT_037436.4;gene;2.46036937068058
gene11233;mir-4986;NT_037436.4;gene;0
gene11234;CG42268;NT_037436.4;gene;45.6654861024594
gene11235;CR44348;NT_037436.4;gene;0.570653504820952
gene11236;CR45407;NT_037436.4;gene;0.125404706208963
gene11237;CG8177;NT_037436.4;gene;57.2255148652483
gene11238;CG32052;NT_037436.4;gene;10.0864136562445
gene11239;Zasp67;NT_037436.4;gene;6.74455106388241
gene11240;Ilp1;NT_037436.4;gene;0.452214636768322
gene11241;Ilp2;NT_037436.4;gene;122.229943883087
gene11242;Ilp3;NT_037436.4;gene;10.8769127419136
gene11243;Ilp4;NT_037436.4;gene;0.153221990589153
gene11244;CG43897;NT_037436.4;gene;282.558482787645
gene11245;Ilp5;NT_037436.4;gene;33.4318479590836
gene11246;I-2;NT_037436.4;gene;28.7450844894481
gene11247;Cdk8;NT_037436.4;gene;5.98313323935988
gene11248;RasGAP1;NT_037436.4;gene;12.0862050614296
gene11249;CG10809;NT_037436.4;gene;10.156758793041
gene11250;iPLA2-VIA;NT_037436.4;gene;35.9285362589234
gene11251;CG8108;NT_037436.4;gene;54.7161222064484
gene11252;CR45406;NT_037436.4;gene;0.197461012558676
gene11253;CG34382;NT_037436.4;gene;0.246720366313056
gene11254;Taf2;NT_037436.4;gene;8.32221290551196
gene11255;CalpB;NT_037436.4;gene;19.4751214656844
gene11256;CR45875;NT_037436.4;gene;2.46828383161941
gene11258;CG6709;NT_037436.4;gene;10.7786145160769
gene11257;CG14164;NT_037436.4;gene;8.47440791751323
gene11259;CG6707;NT_037436.4;gene;62.8017321487881
gene11260;nudE;NT_037436.4;gene;49.5573875801434
gene11261;bma;NT_037436.4;gene;5.38548138353599
gene11262;CG6685;NT_037436.4;gene;16.7011253528152
gene11263;Dronc;NT_037436.4;gene;12.6919386530769
gene11264;CG6674;NT_037436.4;gene;15.0826198419742
gene11265;vnc;NT_037436.4;gene;58.7507518577305
gene11266;CG42455;NT_037436.4;gene;NA
gene11267;dpr6;NT_037436.4;gene;6.55626391260568
gene11268;CR45876;NT_037436.4;gene;0.378144335374656
gene11269;CR45877;NT_037436.4;gene;0.789340331970018
gene11270;CR45155;NT_037436.4;gene;0.344200065945808
gene11271;CR45878;NT_037436.4;gene;0.632892850850775
gene11272;CG14160;NT_037436.4;gene;1.63560087193827
gene11273;CG32053;NT_037436.4;gene;1.05650025012101
gene11274;CG32054;NT_037436.4;gene;2.75192149542236
gene11275;CG42825;NT_037436.4;gene;5.80032071127979
gene11276;CG42826;NT_037436.4;gene;0.0556175688671715
gene11277;CR45879;NT_037436.4;gene;0.0842473289979431
gene11278;dpr10;NT_037436.4;gene;9.70933498314064
gene11279;snoRNA:MeU2-A31;NT_037436.4;gene;0
gene11280;CG8072;NT_037436.4;gene;2.72149953483222
gene11281;CG6628;NT_037436.4;gene;7.97632267651919
gene11282;ect;NT_037436.4;gene;1.48997293679426
gene11283;CR44538;NT_037436.4;gene;0.124385886162856
gene11284;CG8065;NT_037436.4;gene;3.70533399952675
gene11285;CG32055;NT_037436.4;gene;1.04114431887258
gene11286;scramb1;NT_037436.4;gene;36.6058665221738
gene11287;CR44542;NT_037436.4;gene;0.0586073047994354
gene11288;CR45403;NT_037436.4;gene;0.0840305436092056
gene11289;CR44541;NT_037436.4;gene;0.172771944929609
gene11290;Or67c;NT_037436.4;gene;0.183775876578124
gene11291;CR44539;NT_037436.4;gene;0.0477247118895665
gene11292;CR44540;NT_037436.4;gene;0.0450337319764155
gene11293;can;NT_037436.4;gene;0.846287080938868
gene11294;CR45242;NT_037436.4;gene;0.657676779615625
gene11295;Or67d;NT_037436.4;gene;0.853690681161153
gene11296;CR46003;NT_037436.4;gene;0.20582844999608
gene11297;CR46004;NT_037436.4;gene;0.195187682884004
gene11298;mir-276b;NT_037436.4;gene;0
gene11299;CR46006;NT_037436.4;gene;1.64619016413746
gene11300;mir-276a;NT_037436.4;gene;0
gene11301;CR45245;NT_037436.4;gene;0.0954697223128441
gene11302;CR44543;NT_037436.4;gene;0.0208570250934067
gene11303;CR43990;NT_037436.4;gene;0.2325562439845
gene11304;CG12362;NT_037436.4;gene;7.80041383171043
gene11305;Ir67b;NT_037436.4;gene;0.0203025301561142
gene11306;Ir67c;NT_037436.4;gene;0.0431087011189418
gene11307;Gem3;NT_037436.4;gene;6.64305958875369
gene11308;CG32061;NT_037436.4;gene;11.3950006293509
gene11309;S-Lap3;NT_037436.4;gene;49.6450777608966
gene11310;Rbfox1;NT_037436.4;gene;26.846376952941
gene11311;S-Lap4;NT_037436.4;gene;58.6742141899399
gene11312;CG6527;NT_037436.4;gene;11.2109452626588
gene11313;CR46212;NT_037436.4;gene;0.150185495247813
gene11314;CG42521;NT_037436.4;gene;26.6070419439248
gene11315;CG43127;NT_037436.4;gene;2.54057195751267
gene11316;CG34238;NT_037436.4;gene;1.88932001159914
gene11317;CG14151;NT_037436.4;gene;3.62319861568754
gene11318;CG42536;NT_037436.4;gene;4.207243226119
gene11319;CG42535;NT_037436.4;gene;2.95954490885826
gene11321;hay;NT_037436.4;gene;10.2423074022627
gene11320;CG34001;NT_037436.4;gene;8.39299325129981
gene11322;E(z);NT_037436.4;gene;12.7955858668738
gene11323;CG8009;NT_037436.4;gene;18.4658483170764
gene11324;CG18628;NT_037436.4;gene;1523.53921332256
gene11325;CG32066;NT_037436.4;gene;22.3368401686528
gene11326;CG14154;NT_037436.4;gene;5.51892439888148
gene11327;CG14153;NT_037436.4;gene;12.2489245882426
gene11328;CG8003;NT_037436.4;gene;18.3944944395408
gene11329;Adi1;NT_037436.4;gene;96.7542911776984
gene11330;simj;NT_037436.4;gene;14.1163384051239
gene11331;CG11811;NT_037436.4;gene;25.8504575878187
gene11332;CG33493;NT_037436.4;gene;29.275102196393
gene11333;ND-13B;NT_037436.4;gene;110.432868104564
gene11334;NijA;NT_037436.4;gene;13.2853025997511
gene11335;CG43245;NT_037436.4;gene;0.0865196973302612
gene11336;CR44544;NT_037436.4;gene;1.12511310157862
gene11337;CR44545;NT_037436.4;gene;0.272284620095061
gene11338;CR44546;NT_037436.4;gene;28.8735758617214
gene11339;CR46230;NT_037436.4;gene;0.110249626027804
gene11340;CR46231;NT_037436.4;gene;0.0437044317581162
gene11341;CG12523;NT_037436.4;gene;0.0475169770440894
gene11342;CR44347;NT_037436.4;gene;0.471076891181945
gene11343;CG42831;NT_037436.4;gene;0.654944244913441
gene11344;CR45247;NT_037436.4;gene;0.0782080887562333
gene11345;CR45246;NT_037436.4;gene;0.108953720701673
gene11346;CR45169;NT_037436.4;gene;0.299272494850255
gene11347;tna;NT_037436.4;gene;12.3902729770605
gene11348;CG6418;NT_037436.4;gene;15.0191681448768
gene11349;Blos4;NT_037436.4;gene;12.6611032921853
gene11350;CG6409;NT_037436.4;gene;409.135259956606
gene11351;galla-2;NT_037436.4;gene;31.9824353430016
gene11352;CG6404;NT_037436.4;gene;33.5677721256221
gene11353;Cpr67Fa1;NT_037436.4;gene;0.00453873394352463
gene11354;Cpr67Fa2;NT_037436.4;gene;0.100310076182023
gene11355;CR45171;NT_037436.4;gene;2.08310620012126
gene11356;Cpr67Fb;NT_037436.4;gene;6.8395239172495
gene11357;Aps;NT_037436.4;gene;86.5345532011224
gene11358;CR45248;NT_037436.4;gene;0.320122440162457
gene11359;CR45249;NT_037436.4;gene;0.211779909364149
gene11360;CG14147;NT_037436.4;gene;0.0781942356990795
gene11361;CR45745;NT_037436.4;gene;0.38680152661687
gene11362;klu;NT_037436.4;gene;1.12427601153318
gene11363;snoRNA:Me18S-G962;NT_037436.4;gene;0
gene11364;Fad2;NT_037436.4;gene;33.1233214591985
gene11365;CG32079;NT_037436.4;gene;0.236533524919408
gene11366;CG32081;NT_037436.4;gene;17.7170443881961
gene11367;CR44547;NT_037436.4;gene;0.125621040811459
gene11368;CG43693;NT_037436.4;gene;100.024510695561
gene11369;CR45119;NT_037436.4;gene;2.27365129936099
gene11370;CG7888;NT_037436.4;gene;135.179607746432
gene11371;CG6321;NT_037436.4;gene;12.9354976346004
gene11372;Blos2;NT_037436.4;gene;18.0280202630452
gene11373;CG32069;NT_037436.4;gene;41.2108655080235
